fixed_T_ms,fixed_T2_ms2,phase_rad,upper_probability,lower_probability
11.5,132.25,3.4614190317195326,31.275409928607367,40.59189107702738
11.5,132.25,3.4719081803005007,31.16943158670255,40.4402055938762
11.5,132.25,3.4823973288814694,31.06377346911225,40.28896677429591
11.5,132.25,3.4928864774624375,30.95844720047247,40.138191257767375
11.5,132.25,3.5033756260434057,30.853464368908796,39.98789563279832
11.5,132.25,3.513864774624374,30.74883652476133,39.838096435098045
11.5,132.25,3.5243539232053425,30.644575179314128,39.68881014575847
11.5,132.25,3.5348430717863106,30.540691803528613,39.5400531894407
11.5,132.25,3.545332220367279,30.437197826781414,39.39184193256783
11.5,132.25,3.555821368948247,30.334104635607105,39.24419268152456
11.5,132.25,3.5663105175292156,30.231423572445337,39.09712168086305
11.5,132.25,3.5767996661101837,30.129165934392823,38.95064511151546
11.5,132.25,3.587288814691152,30.02734297196064,38.80477908901407
11.5,132.25,3.59777796327212,29.925965887836306,38.65953966171801
11.5,132.25,3.6082671118530887,29.825045835651167,38.514942809047504
11.5,132.25,3.618756260434057,29.72459391875345,38.37100443972608
11.5,132.25,3.629245409015025,29.624621188986556,38.2277403900301
11.5,132.25,3.639734557595993,29.525138645473042,38.08516642204633
11.5,132.25,3.650223706176962,29.426157233404666,37.94329822193802
11.5,132.25,3.66071285475793,29.32768784283808,37.80215139821899
11.5,132.25,3.671202003338898,29.22974130749661,37.66174148003618
11.5,132.25,3.6816911519198663,29.13232840357851,37.52208391546144
11.5,132.25,3.692180300500835,29.035459848571236,37.38319406979173
11.5,132.25,3.702669449081803,28.939146300072224,37.24508722385851
11.5,132.25,3.7131585976627712,28.843398354616497,37.10777857234678
11.5,132.25,3.72364774624374,28.748226546510743,36.971283222123205
11.5,132.25,3.734136894824708,28.653641346674213,36.8356161905739
11.5,132.25,3.744626043405676,28.55965316148689,36.700792403952505
11.5,132.25,3.7551151919866443,28.466272331644472,36.56682669573778
11.5,132.25,3.765604340567613,28.37350913102058,36.43373380500153
11.5,132.25,3.776093489148581,28.281373765536603,36.30152837478724
11.5,132.25,3.7865826377295493,28.18987637203874,36.17022495049889
11.5,132.25,3.7970717863105174,28.09902701718263,36.03983797830055
11.5,132.25,3.807560934891486,28.008835696326,35.910381803527194
11.5,132.25,3.8180500834724542,27.919312332428866,35.78187066910636
11.5,132.25,3.8285392320534224,27.8304667749617,35.65431871399093
11.5,132.25,3.8390283806343906,27.742308798821984,35.52773997160385
11.5,132.25,3.849517529215359,27.654848103258644,35.40214836829398
11.5,132.25,3.8600066777963273,27.568094310804856,35.27755772180382
11.5,132.25,3.8704958263772955,27.48205696621953,35.153981739749476
11.5,132.25,3.8809849749582637,27.396745535437113,35.03143401811244
11.5,132.25,3.8914741235392323,27.31216940452602,34.90992803974362
11.5,132.25,3.9019632721202004,27.22833787865617,34.789477172880126
11.5,132.25,3.9124524207011686,27.145260181075116,34.670094669674455
11.5,132.25,3.9229415692821368,27.062945452093203,34.55179366473626
11.5,132.25,3.9334307178631054,26.98140274807813,34.43458717368757
11.5,132.25,3.9439198664440736,26.90064104045845,34.318488091730636
11.5,132.25,3.9544090150250417,26.82066921473646,34.20350919222909
